INDEX,KOREAN,QUESTION,CONTENT,URL
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",Who is eligible to apply for a double major?,"""복수전공 신청 대상자는 본교 1학년 과정 이상을 수료한 재학생입니다. 추가로 복수전공 신청은 매학기 소정 기간 내에 가능하며, 1월 중에는 1학기 신청이 가능하고, 7월 중에는 2학기 신청이 가능합니다. 자세한 일정은 학사공지의 개별 공지사항을 참고하시면 됩니다. 복수전공 신청 절차는 다음과 같습니다:
1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류로는 부전공 신청서 1부와 성적증명서 1부가 필요합니다.
복수전공 이수에 필요한 학점은 복수전공 학부(과) 전공과목 중에서 42학점 이상으로 요구됩니다. 동일학부 내에서는 36학점 이상의 복수전공 학점이 필요하며, 복수전공 과목 학점 미취득자는 복수전공을 인정하지 않습니다. 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를 교무팀에 제출하면 됩니다. 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않습니다.
복수전공 신청 관련 양식은 복수전공(신청원, 취소원, 이수확인서)양식을 사용하시면 되며, 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출하셔야 합니다.
참고로, 복수전공 변경 및 취소는 매학기 소정 기한 내에 신청 가능하며, 복수전공 신청 전에 이미 이수한 복수전공 교과목도 복수전공 이수로 인정됩니다. 추가 문의 사항이 있으시면 각 학부(과)의 교무팀에 문의하시면 됩니다. 연락처는 02-300-0457이며, 이메일은 kyomu@kau.ac.kr입니다.""",https://kau.ac.kr/web/pages/gc95047h.do
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",When is the application period for a double major?,"""복수전공 신청 기간은 매학기 소정 기간 내에 있습니다. 1학기는 1월 중, 2학기는 7월 중에 신청하실 수 있습니다. 자세한 일정은 학사공지의 개별 공지사항을 참고해주시기 바랍니다. 추가로 궁금한 사항이 있으신가요?""",https://kau.ac.kr/web/pages/gc95047h.do
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",What are the procedures and methods for applying for a double major?,"""복수전공 신청 절차 및 방법은 다음과 같습니다:

1. 복수전공 신청서 작성: 복수전공을 신청하기 위해 복수전공 신청서를 작성해야 합니다.

2. 소속 학부(과)장 및 부전공 학부(과)장 승인: 작성한 복수전공 신청서는 소속 학부(과)장과 부전공 학부(과)장의 승인을 받아야 합니다.

3. 신청서 교무팀 제출: 승인된 복수전공 신청서를 교무팀(본관 108호)에 제출해야 합니다.

4. 복수전공 승인: 제출한 복수전공 신청서가 승인되면 복수전공이 승인됩니다.

5. 제출서류: 복수전공 신청서와 함께 성적증명서도 제출해야 합니다. 

위의 절차를 따라 진행하시면 복수전공 신청이 완료됩니다. 추가로, 복수전공 이수에 필요한 학점은 복수전공 학부(과) 전공과목 중에서 42학점 이상으로 이수해야 합니다. 동일학부 내에서는 36학점 이상의 복수전공 학점이 필요하며, 주전공 및 융합전공 동일교과목은 중복으로 인정되지 않습니다.

더 자세한 사항이나 궁금한 점이 있으시면 각 학부(과)의 교무팀에 문의하시면 됩니다. 전화번호는 02-300-0457이며, 이메일은 kyomu@kau.ac.kr입니다.""",https://kau.ac.kr/web/pages/gc95047h.do
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",What are the credits required for a double major?,"""복수전공 이수학점은 다음과 같이 정해져 있습니다:

1) 복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목 중에서 42학점 이상으로 요구됩니다. 선수과목이 지정되어 있다면, 해당 선수과목을 반드시 이수해야 합니다.

2) 동일학부 내에서는 복수전공 학점을 36학점 이상 이수해야 합니다. 복수전공 과목 학점을 미취득한 경우, 복수전공을 인정하지 않습니다.

3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를 교무팀에 제출하면, 복수전공 과목 학점을 인정받을 수 있습니다.

4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않습니다.

위의 내용을 참고하여 복수전공 이수학점을 계산하시면 됩니다. 추가로 궁금한 사항이 있으신가요?""",https://kau.ac.kr/web/pages/gc95047h.do
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",What are the forms for a double major?,"""복수전공 관련 양식은 다음과 같이 있습니다:

1. 복수전공(신청원, 취소원, 이수확인서) 양식
- 복수전공 신청서: 복수전공을 신청하기 위해 작성하는 양식입니다.
- 복수전공 취소원: 이미 신청한 복수전공을 취소하기 위해 작성하는 양식입니다.
- 복수전공 이수확인서: 복수전공을 완료한 후 제출하는 양식으로, 4학년 졸업학기말 성적 산출 후 제출됩니다.

위 양식들은 교무팀에서 제출하며, 자세한 내용은 메뉴얼의 '복수전공 신청절차 및 방법' 항목을 참고하시면 됩니다.

추가로 궁금한 사항이 있으신가요?""",https://kau.ac.kr/web/pages/gc95047h.do
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",When can I change or cancel my double major?,"""복수전공 변경 및 취소는 매학기 소정 기한 내에 신청 가능합니다. 학사공지의 공지사항을 참고하여 정확한 기간을 확인하시기 바랍니다. 또한, 복수전공 신청 전에 이미 이수한 복수전공 교과목은 복수전공 이수로 인정됩니다. 다만, 복수전공 변경 및 취소에 대한 자세한 사항은 각 학부(과)의 교무팀에 문의하시면 됩니다. 교무팀의 연락처는 02-300-0457이며, 이메일 주소는 kyomu@kau.ac.kr입니다. 추가로 궁금한 사항이 있으신가요?""",https://kau.ac.kr/web/pages/gc95047h.do
0,"복수전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 복수전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 복수전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 복수전공 이수학점

1)복수전공 이수 인정에 필요한 학점은 복수전공 학부(과) 전공과목(전공필수과목 반드시 이수)중에서 42학점 이상으로 함.  (선수과목 지정시 반드시 이수해야 함)
2) 동일학부 내에서 복수전공 학점은 36학점이상으로 함.  복수전공 과목 학점 미취득자는 복수전공을 인정하지 아니함.
3) 복수전공 이수자는 졸업학기말 성적 산출 후 복수전공 학부(과)에서 복수전공 과목 이수를 확인하여 복수전공 이수확인서를     교무팀(본관108호)에 제출, 복수전공 과목 학점을 인정 받음.
4) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 복수전공 관련 양식

복수전공(신청원, 취소원, 이수확인서)양식
※ 복수전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 제출

6. 참고사항

1) 복수전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 복수전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨 (복수전공 신청년도에 따라 다를 수 있음)

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",Are double major courses completed before applying for a double major recognized?,"""복수전공 신청 전에 이수한 복수전공 교과목은 인정됩니다. 메뉴얼에 따르면 복수전공 신청년도에 따라 다를 수 있지만, 이수한 복수전공 교과목은 복수전공 이수로 인정됩니다. 따라서, 이미 이수한 복수전공 교과목은 복수전공 신청 시 고려되어 학점으로 인정될 것입니다. 추가적인 문의 사항이 있으시다면 각 학부(과)의 교무팀에 문의하시면 도움을 받으실 수 있습니다. 교무팀의 연락처는 02-300-0457이며, 이메일 주소는 kyomu@kau.ac.kr입니다.""",https://kau.ac.kr/web/pages/gc95047h.do
1,"부전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 부전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 부전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 부전공 이수학점

1)부전공 이수 인정에 필요한 학점은 부전공 학부(과) 전공과목(전공필수과목 9학점이상 이수)중에서 24학점 이상으로 함.    (선수과목 지정시 반드시 이수해야 함)
2) 부전공 이수자는 졸업학기말 성적 산출 후 부전공 학부(과)에서 부전공 과목 이수를 확인하여 부전공 이수확인서를    교무팀(본관108호)에 제출, 부전공 과목 학점을 인정 받음.
3) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 부전공 관련 양식

부전공(신청원, 취소원, 이수확인서)양식
※ 부전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 가능

6. 참고사항

1) 부전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 부전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",Who can apply for a minor?,"""부전공 신청 대상자는 본교 1학년 과정 이상을 수료한 재학생입니다. 추가로 신청 기간은 매 학기 소정 기간 내에 있으며, 1학기는 1월 중, 2학기는 7월 중에 신청하셔야 합니다. 자세한 일정은 학사 공지의 개별 공지사항을 참고하시면 됩니다. 부전공 신청 절차 및 방법은 다음과 같습니다:
1) 부전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 부전공 승인
5) 제출 서류: 부전공 신청서 1부, 성적증명서 1부

부전공 이수를 위해 필요한 학점은 부전공 학부(과) 전공과목 중에서 24학점 이상이며, 전공 필수과목은 9학점 이상 이수하셔야 합니다. 선수과목이 지정되어 있다면 반드시 이수하셔야 합니다. 부전공 이수자는 졸업학기말 성적 산출 후 부전공 학부(과)에서 부전공 과목 이수를 확인하고, 부전공 이수확인서를 교무팀(본관 108호)에 제출하여 부전공 학점을 인정받게 됩니다. 주전공 및 융합전공 동일교과목은 중복으로 인정되지 않습니다.

부전공 신청 관련 양식은 부전공(신청원, 취소원, 이수확인서) 양식을 사용하시면 됩니다. 다만, 부전공 이수 확인서는 4학년 졸업학기말 성적 산출 후에 가능합니다.

참고로, 부전공 변경 및 취소는 매 학기 소정 기한 내에 신청 가능하며, 이전에 이수한 복수전공 교과목도 복수전공 이수로 인정됩니다.

추가 문의 사항이 있으시면 각 학부(과)에서 관리하는 교무팀에 문의하시면 됩니다. 전화번호는 02-300-0457이며, 이메일은 kyomu@kau.ac.kr입니다.""",https://kau.ac.kr/web/pages/gc81492h.do
1,"부전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 부전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 부전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 부전공 이수학점

1)부전공 이수 인정에 필요한 학점은 부전공 학부(과) 전공과목(전공필수과목 9학점이상 이수)중에서 24학점 이상으로 함.    (선수과목 지정시 반드시 이수해야 함)
2) 부전공 이수자는 졸업학기말 성적 산출 후 부전공 학부(과)에서 부전공 과목 이수를 확인하여 부전공 이수확인서를    교무팀(본관108호)에 제출, 부전공 과목 학점을 인정 받음.
3) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 부전공 관련 양식

부전공(신청원, 취소원, 이수확인서)양식
※ 부전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 가능

6. 참고사항

1) 부전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 부전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",When is the minor application period?,"""부전공 신청 기간은 매학기 소정 기간 내에 있습니다. 1학기는 1월 중, 2학기는 7월 중에 신청하셔야 합니다. 자세한 일정은 학사공지의 개별 공지사항을 참고해주시기 바랍니다. 추가로 궁금한 사항이 있으신가요?""",https://kau.ac.kr/web/pages/gc81492h.do
1,"부전공 신청 안내
1. 신청대상자  : 본교 1학년 과정 이상을 수료한 재학생

2. 신청기간 : 매학기 소정 기간 내 (1학기는 1월 중, 2학기는 7월 중 신청)

※ 자세한 일정은 학사공지의 개별 공지사항 참고

3. 신청절차 및 방법

1) 부전공 신청서 작성
2) 소속 학부(과)장 및 부전공 학부(과)장 승인
3) 신청서 교무팀(본관 108호) 제출
4) 부전공 승인
5) 제출서류 : 부전공 신청서 1부, 성적증명서 1부

4. 부전공 이수학점

1)부전공 이수 인정에 필요한 학점은 부전공 학부(과) 전공과목(전공필수과목 9학점이상 이수)중에서 24학점 이상으로 함.    (선수과목 지정시 반드시 이수해야 함)
2) 부전공 이수자는 졸업학기말 성적 산출 후 부전공 학부(과)에서 부전공 과목 이수를 확인하여 부전공 이수확인서를    교무팀(본관108호)에 제출, 부전공 과목 학점을 인정 받음.
3) 주전공 및 융합전공 동일교과목을 중복으로 인정하지 않음.

5. 부전공 관련 양식

부전공(신청원, 취소원, 이수확인서)양식
※ 부전공 이수 확인서는 4학년 졸업학기말 성적 산출 후 가능

6. 참고사항

1) 부전공 변경 및 취소는 매학기 소정 기한내 신청 가능(학사공지 공지사항 참고)
2) 부전공 신청 전에 이수한 복수전공 교과목도 복수전공 이수로 인정됨

문의 : 각 학부(과)   관리 : 교무팀
전화번호02-300-0457
E-mailkyomu@kau.ac.kr",What are the procedures and methods for applying for a minor?,"""부전공 신청 절차 및 방법은 다음과 같습니다:

1) 부전공 신청서 작성: 먼저, 부전공 신청서를 작성해야 합니다. 해당 양식은 메뉴얼에 첨부되어 있으며, 부전공(신청원) 양식을 사용하시면 됩니다.

2) 소속 학부(과)장 및 부전공 학부(과)장 승인: 작성한 부전공 신청서는 본인의 소속 학부(과)장과 부전공 학부(과)장의 승인을 받아야 합니다. 이를 위해 신청서를 제출하고 승인을 받으셔야 합니다.

3) 신청서 교무팀 제출: 승인된 부전공 신청서는 교무팀(본관 108호)에 제출하셔야 합니다. 해당 곳으로 직접 방문하여 제출하시면 됩니다.

4) 부전공 승인: 교무팀에서 제출된 부전공 신청서를 확인하고 승인 여부를 결정합니다. 부전공이 승인되면 다음 단계로 넘어갈 수 있습니다.

5) 제출서류: 부전공 신청서와 함께 성적증명서도 함께 제출해야 합니다. 부전공 신청서 1부와 성적증명서 1부를 제출하셔야 합니다.

이상이 부전공 신청의 절차 및 방법입니다. 추가로 궁금한 사항이 있으시면 각 학부(과)에서 관리하는 교무팀에 문의하시면 됩니다. 전화번호는 02-300-0457이며, 이메일은 kyomu@kau.ac.kr입니다. 어떤 도움이 더 필요하신가요?""",https://kau.ac.kr/web/pages/gc81492h.do
